id,curso,idade,ingresso,ano_ingresso,modelo_ensino,infra_biblioteca,infra_lab_info,infra_lab_pesq,infra_internet_dispon,infra_internet_wifi,infra_index,infra_index_100,acess_calcadas,acess_vias_edif,acess_rota,acess_sanit,acess_elev_rampa,acess_index,acess_index_100,empre_pensamento,empre_realizacao,empre_curiosidade,empre_planejamento,empre_apoio,empre_index,empre_index_100,projeto_empresa_junior,projeto_aiesec,projeto_enactus,projeto_iniciacao_cientifica,projeto_monitoria,engajamento_projetos,perm_amigos_as,perm_boas_oportunidades_de_coloca_o_no_mercado,perm_bons_as_professores_as,perm_fam_lia,perm_identifica_o_com_o_curso_escolhido,perm_localiza_o_da_institui_o_de_ensino_superior,perm_obten_o_do_diploma,perm_prest_gio_da_institui_o_de_ensino_superior,perm_qualidade_da_infraestrutura_da_institui_o_de_ensino_superior,perm_qualidade_do_ensino,evas_alto_indice_reprovacao,evas_custo_mensalidade,evas_emprego,evas_falta_professores,evas_greves,evas_indisp_tempo,evas_metodologia,evas_novas_oportunidades,evas_problemas_financeiros,evas_qualidade_infra,evas_qualidade_ensino,evas_didatica,evas_dificuldade_manter,evas_conciliar_horario,evas_falta_motivacao,evas_nao_ident_profissao,evas_casamento,evas_filhos,evas_nunca_deixaria,evas_nao_adaptacao_remoto,risco_evasao_raw,risco_evasao_score
118404757393,Engenharia de materiais,25,2017/2,2017,Remoto e presencial (em decorrência da pandemia de COVID-19),4.0,4.0,5.0,4.0,4.0,4.2,80.0,,,,,,,,4.0,3.0,4.0,3.0,3.0,3.4,60.0,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
118404756134,Engenharia de materiais,22,2019/1,2019,Remoto e presencial (em decorrência da pandemia de COVID-19),4.0,3.0,4.0,3.0,3.0,3.4,60.0,,,,,,,,4.0,5.0,4.0,4.0,4.0,4.2,80.0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
118404757928,Engenharia de materiais,23,2018/2,2018,Remoto e presencial (em decorrência da pandemia de COVID-19),4.0,3.0,5.0,4.0,4.0,4.0,75.0,,,,,,,,5.0,5.0,5.0,5.0,2.0,4.4,85.0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,16.7
118404637408,Engenharia metalúrgica,43,2023/1,2023,Apenas ensino presencial,4.0,,,,,4.0,75.0,,,,,,,,4.0,4.0,4.0,5.0,4.0,4.2,80.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
118404331645,Engenharia mecânica,25,2018/1,2018,Remoto e presencial (em decorrência da pandemia de COVID-19),3.0,2.0,2.0,3.0,3.0,2.6,40.0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
118404316364,Engenharia civil,19,2022/2,2022,Apenas ensino presencial,5.0,5.0,5.0,2.0,2.0,3.8,70.0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
118404238730,Engenharia de computação (DCN Computação),27,2015/2,2015,Remoto e presencial (em decorrência da pandemia de COVID-19),5.0,4.0,3.0,3.0,4.0,3.8,70.0,,,,,,,,5.0,5.0,5.0,5.0,5.0,5.0,100.0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,4,66.7
118404180749,Farmácia,19,2023/1,2023,Apenas ensino presencial,5.0,5.0,5.0,5.0,5.0,5.0,100.0,,,,,,,,4.0,4.0,4.0,4.0,4.0,4.0,75.0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,3,50.0
118404160851,Engenharia de computação (DCN Computação),23,2020/1,2020,Remoto e presencial (em decorrência da pandemia de COVID-19),5.0,3.0,,4.0,4.0,4.0,75.0,,,,,,,,4.0,3.0,4.0,4.0,5.0,4.0,75.0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,3,50.0
118403705082,Engenharia de materiais,19,2023/1,2023,Apenas ensino presencial,5.0,5.0,5.0,4.0,4.0,4.6,90.0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
118393028373,Engenharia de computação (DCN Computação),19,2022/1,2022,Apenas ensino presencial,4.0,4.0,3.0,4.0,4.0,3.8,70.0,,,,,,,,4.0,4.0,5.0,4.0,4.0,4.2,80.0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,2,33.3
118403352153,Engenharia de controle e automação,27,2017/1,2017,Remoto e presencial (em decorrência da pandemia de COVID-19),4.0,5.0,4.0,5.0,5.0,4.6,90.0,,,,,,,,4.0,4.0,4.0,4.0,4.0,4.0,75.0,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,3,50.0
118403056999,Letras português,23,2018/2,2018,Remoto e presencial (em decorrência da pandemia de COVID-19),5.0,2.0,,4.0,1.0,3.0,50.0,,,,,,,,3.0,3.0,5.0,4.0,3.0,3.6,65.0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,16.7
118403047552,Engenharia química,22,2023/1,2023,Apenas ensino presencial,4.0,5.0,4.0,4.0,3.0,4.0,75.0,,,,,,,,4.0,3.0,5.0,4.0,3.0,3.8,70.0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
118402985190,Moda,23,2019/1,2019,Remoto e presencial (em decorrência da pandemia de COVID-19),5.0,4.0,4.0,4.0,5.0,4.4,85.0,,,,,,,,4.0,4.0,4.0,4.0,4.0,4.0,75.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
118402982552,Letras escrita criativa,26,2016/1,2016,Remoto e presencial (em decorrência da pandemia de COVID-19),,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
118402900238,Engenharia elétrica,30,2019/2,2019,Remoto e presencial (em decorrência da pandemia de COVID-19),3.0,2.0,1.0,4.0,3.0,2.6,40.0,,,,,,,,3.0,3.0,4.0,3.0,1.0,2.8,45.0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,2,33.3
118402510434,Engenharia ambiental e sanitária,23,2021/2,2021,Remoto e presencial (em decorrência da pandemia de COVID-19),5.0,4.0,,4.0,4.0,4.25,81.2,,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,50.0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,5,83.3
118402420697,Engenharia elétrica,19,2023/1,2023,Apenas ensino presencial,,4.0,4.0,4.0,3.0,3.75,68.8,,,,,,,,5.0,4.0,5.0,4.0,4.0,4.4,85.0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,33.3
118402304711,Engenharia mecânica,19,2022/1,2022,Apenas ensino presencial,4.0,5.0,,4.0,5.0,4.5,87.5,,,,,,,,4.0,5.0,5.0,5.0,5.0,4.8,95.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
118402253244,Engenharia de computação (DCN Computação),21,2020/2,2020,Remoto e presencial (em decorrência da pandemia de COVID-19),4.0,4.0,4.0,2.0,2.0,3.2,55.0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,4,66.7
118402168223,Engenharia de transportes,42,2020/2,2020,Remoto e presencial (em decorrência da pandemia de COVID-19),5.0,4.0,3.0,4.0,4.0,4.0,75.0,,,,,,,,2.0,3.0,4.0,4.0,3.0,3.2,55.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,5,83.3
118402116773,Engenharia mecânica,18,2023/1,2023,Apenas ensino presencial,5.0,5.0,,4.0,2.0,4.0,75.0,,,,,,,,4.0,4.0,4.0,4.0,4.0,4.0,75.0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,3,50.0
118402030951,Engenharia de computação (DCN Computação),23,2022/1,2022,Apenas ensino presencial,4.0,4.0,4.0,4.0,3.0,3.8,70.0,,,,,,,,4.0,3.0,4.0,4.0,3.0,3.6,65.0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,2,33.3
118401945962,Engenharia ambiental e sanitária,18,2023/1,2023,Apenas ensino presencial,4.0,5.0,4.0,,,4.333333333333333,83.3,,,,,,,,3.0,3.0,3.0,3.0,2.0,2.8,45.0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,4,66.7
118401913568,Engenharia mecatrônica,18,2023/1,2023,Apenas ensino presencial,4.0,4.0,4.0,4.0,4.0,4.0,75.0,,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,50.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,16.7
118401859244,Engenharia de minas,36,2023/1,2023,Remoto e presencial (em decorrência da pandemia de COVID-19),4.0,5.0,5.0,3.0,3.0,4.0,75.0,,,,,,,,5.0,4.0,4.0,4.0,4.0,4.2,80.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,2,33.3
118401837533,Design de Moda,20,2021/1,2021,Remoto e presencial (em decorrência da pandemia de COVID-19),5.0,5.0,5.0,5.0,5.0,5.0,100.0,,,,,,,,5.0,5.0,5.0,4.0,5.0,4.8,95.0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,16.7
118401804315,Engenharia de computação (DCN Computação),25,2018/2,2018,Remoto e presencial (em decorrência da pandemia de COVID-19),3.0,4.0,2.0,1.0,1.0,2.2,30.0,,,,,,,,3.0,4.0,4.0,2.0,3.0,3.2,55.0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,16.7
