id,curso,idade,ingresso,ano_ingresso,modelo_ensino,infra_biblioteca,infra_lab_info,infra_lab_pesq,infra_internet_dispon,infra_internet_wifi,infra_index,infra_index_100,acess_calcadas,acess_vias_edif,acess_rota,acess_sanit,acess_elev_rampa,acess_index,acess_index_100,empre_pensamento,empre_realizacao,empre_curiosidade,empre_planejamento,empre_apoio,empre_index,empre_index_100,projeto_empresa_junior,projeto_aiesec,projeto_enactus,projeto_iniciacao_cientifica,projeto_monitoria,engajamento_projetos,perm_amigos_as,perm_boas_oportunidades_de_coloca_o_no_mercado,perm_bons_as_professores_as,perm_fam_lia,perm_identifica_o_com_o_curso_escolhido,perm_localiza_o_da_institui_o_de_ensino_superior,perm_obten_o_do_diploma,perm_prest_gio_da_institui_o_de_ensino_superior,perm_qualidade_da_infraestrutura_da_institui_o_de_ensino_superior,perm_qualidade_do_ensino,evas_alto_indice_reprovacao,evas_custo_mensalidade,evas_emprego,evas_falta_professores,evas_greves,evas_indisp_tempo,evas_metodologia,evas_novas_oportunidades,evas_problemas_financeiros,evas_qualidade_infra,evas_qualidade_ensino,evas_didatica,evas_dificuldade_manter,evas_conciliar_horario,evas_falta_motivacao,evas_nao_ident_profissao,evas_casamento,evas_filhos,evas_nunca_deixaria,evas_nao_adaptacao_remoto,risco_evasao_raw,risco_evasao_score
118401798002,Engenharia de transportes,25,2022/2,2022,Remoto e presencial (em decorrência da pandemia de COVID-19),5.0,4.0,4.0,4.0,5.0,4.4,85.0,4.0,4.0,4.0,4.0,4.0,4.0,75.0,3.0,4.0,4.0,3.0,4.0,3.6,65.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,3,50.0
118401773816,Engenharia mecânica,23,2019/1,2019,Remoto e presencial (em decorrência da pandemia de COVID-19),3.0,3.0,3.0,3.0,4.0,3.2,55.0,,,,,,,,2.0,3.0,3.0,2.0,2.0,2.4,35.0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2,33.3
118401744232,Administração,18,2023/1,2023,Apenas ensino presencial,,4.0,5.0,4.0,3.0,4.0,75.0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
118401671408,Engenharia civil,22,2021/1,2021,Remoto e presencial (em decorrência da pandemia de COVID-19),5.0,5.0,4.0,4.0,4.0,4.4,85.0,,,,,,,,3.0,3.0,4.0,4.0,4.0,3.6,65.0,0,0,0,1,1,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0
118401623387,Engenharia de controle e automação,21,2023/1,2023,Apenas ensino presencial,4.0,,,5.0,5.0,4.666666666666667,91.7,,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,50.0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,5,83.3
118401630417,Engenharia elétrica,20,2021/2,2021,Remoto e presencial (em decorrência da pandemia de COVID-19),3.0,3.0,3.0,3.0,1.0,2.6,40.0,,,,,,,,3.0,4.0,4.0,3.0,4.0,3.6,65.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
118401621109,Engenharia elétrica,25,2020/2,2020,Remoto e presencial (em decorrência da pandemia de COVID-19),,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
118401609552,Engenharia mecânica,28,2019/2,2019,Remoto e presencial (em decorrência da pandemia de COVID-19),5.0,5.0,5.0,5.0,5.0,5.0,100.0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
118401558255,Engenharia de computação (DCN Computação),39,2023/1,2023,Apenas ensino presencial,2.0,2.0,3.0,3.0,2.0,2.4,35.0,,,,,,,,1.0,3.0,3.0,3.0,2.0,2.4,35.0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
118401437119,Engenharia mecânica,26,2020/2,2020,Remoto e presencial (em decorrência da pandemia de COVID-19),5.0,4.0,4.0,3.0,2.0,3.6,65.0,,,,,,,,5.0,2.0,5.0,5.0,4.0,4.2,80.0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,2,33.3
118401420653,Engenharia de minas,24,2020/1,2020,Remoto e presencial (em decorrência da pandemia de COVID-19),4.0,4.0,4.0,4.0,4.0,4.0,75.0,,,,,,,,5.0,5.0,5.0,5.0,5.0,5.0,100.0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,16.7
118401370098,Engenharia de computação (DCN Computação),19,2022/2,2022,Apenas ensino presencial,4.0,3.0,3.0,2.0,2.0,2.8,45.0,,,,,,,,2.0,3.0,4.0,2.0,3.0,2.8,45.0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,4,66.7
118401319100,Engenharia de computação (DCN Computação),24,2018/1,2018,Remoto e presencial (em decorrência da pandemia de COVID-19),4.0,4.0,4.0,4.0,4.0,4.0,75.0,,,,,,,,5.0,5.0,5.0,5.0,5.0,5.0,100.0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,6,100.0
118401312379,Engenharia de computação (DCN Computação),31,2023/1,2023,Apenas ensino presencial,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
118401223761,"ABI Engenharia, produção e construção",24,2017/1,2017,Remoto e presencial (em decorrência da pandemia de COVID-19),5.0,3.0,4.0,5.0,5.0,4.4,85.0,,,,,,,,4.0,4.0,4.0,4.0,2.0,3.6,65.0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
118401198112,Engenharia elétrica,20,2023/1,2023,Remoto e presencial (em decorrência da pandemia de COVID-19),5.0,4.0,5.0,3.0,3.0,4.0,75.0,,,,,,,,5.0,5.0,5.0,5.0,5.0,5.0,100.0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
118401181390,Engenharia de computação (DCN Engenharia),35,2018/2,2018,Remoto e presencial (em decorrência da pandemia de COVID-19),5.0,4.0,3.0,4.0,3.0,3.8,70.0,,,,,,,,4.0,2.0,4.0,3.0,4.0,3.4,60.0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,16.7
118401157298,Engenharia de transportes,36,2019/1,2019,Remoto e presencial (em decorrência da pandemia de COVID-19),4.0,3.0,3.0,2.0,2.0,2.8,45.0,,,,,,,,4.0,3.0,2.0,4.0,3.0,3.2,55.0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,4,66.7
118401093523,Engenharia civil,24,2020/1,2020,Remoto e presencial (em decorrência da pandemia de COVID-19),4.0,3.0,3.0,4.0,4.0,3.6,65.0,,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,50.0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,3,50.0
118401029666,Engenharia de materiais,19,2023/1,2023,Apenas ensino presencial,4.0,,4.0,4.0,4.0,4.0,75.0,,,,,,,,3.0,4.0,4.0,4.0,4.0,3.8,70.0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,4,66.7
118401003554,Engenharia de transportes,24,2017/1,2017,Remoto e presencial (em decorrência da pandemia de COVID-19),4.0,3.0,3.0,4.0,4.0,3.6,65.0,,,,,,,,4.0,4.0,5.0,3.0,2.0,3.6,65.0,1,0,0,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,3,50.0
118400998643,Automação industrial,34,2019/2,2019,Remoto e presencial (em decorrência da pandemia de COVID-19),3.0,4.0,3.0,4.0,4.0,3.6,65.0,,,,,,,,2.0,2.0,3.0,3.0,3.0,2.6,40.0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,5,83.3
118400978482,Engenharia civil,40,2019/2,2019,Remoto e presencial (em decorrência da pandemia de COVID-19),3.0,4.0,,2.0,3.0,3.0,50.0,,,,,,,,5.0,5.0,4.0,5.0,4.0,4.6,90.0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
118400916441,Engenharia de computação (DCN Engenharia),19,2022/1,2022,Apenas ensino presencial,4.0,2.0,,2.0,2.0,2.5,37.5,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
118400774028,engenharia de materiais,30,2016/2,2016,Remoto e presencial (em decorrência da pandemia de COVID-19),5.0,4.0,3.0,,3.0,3.75,68.8,,,,,,,,5.0,5.0,5.0,5.0,4.0,4.8,95.0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,4,66.7
118400732687,Engenharia ambiental e sanitária,21,2021/1,2021,Remoto e presencial (em decorrência da pandemia de COVID-19),4.0,2.0,3.0,3.0,3.0,3.0,50.0,,,,,,,,5.0,4.0,5.0,4.0,4.0,4.4,85.0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,33.3
118400740710,Engenharia ambiental,18,2023/1,2023,Apenas ensino presencial,4.0,4.0,4.0,3.0,2.0,3.4,60.0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
118400707645,Engenharia mecânica,18,2023/1,2023,Apenas ensino presencial,4.0,4.0,,3.0,3.0,3.5,62.5,,,,,,,,4.0,3.0,4.0,4.0,3.0,3.6,65.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,16.7
118400678913,Engenharia de transportes,32,2016/2,2016,Remoto e presencial (em decorrência da pandemia de COVID-19),5.0,4.0,4.0,5.0,5.0,4.6,90.0,,,,,,,,4.0,4.0,4.0,4.0,4.0,4.0,75.0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,4,66.7
118400663360,Engenharia elétrica,18,2023/1,2023,Apenas ensino presencial,3.0,5.0,4.0,5.0,,4.25,81.2,,,,,,,,5.0,5.0,5.0,5.0,5.0,5.0,100.0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
118400635878,Engenharia ambiental e sanitária,20,2021/2,2021,Apenas ensino presencial,5.0,5.0,5.0,5.0,5.0,5.0,100.0,,,,,,,,2.0,3.0,2.0,2.0,2.0,2.2,30.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,2,33.3
118400600422,Engenharia química,18,2023/1,2023,Apenas ensino presencial,3.0,4.0,4.0,3.0,3.0,3.4,60.0,,,,,,,,3.0,4.0,5.0,3.0,3.0,3.6,65.0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,3,50.0
118400600307,Engenharia civil,28,2022/2,2022,Apenas ensino presencial,5.0,4.0,4.0,5.0,5.0,4.6,90.0,,,,,,,,5.0,4.0,4.0,4.0,5.0,4.4,85.0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
118400573506,Engenharia elétrica,41,2023/1,2023,Apenas ensino presencial,5.0,5.0,5.0,5.0,5.0,5.0,100.0,,,,,,,,4.0,4.0,4.0,4.0,4.0,4.0,75.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
118400401978,Engenharia de computação (DCN Computação),29,2018/1,2018,Remoto e presencial (em decorrência da pandemia de COVID-19),4.0,3.0,3.0,2.0,3.0,3.0,50.0,,,,,,,,4.0,4.0,4.0,3.0,3.0,3.6,65.0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,3,50.0
118400389600,Engenharia mecatrônica,20,2023/1,2023,Apenas ensino presencial,4.0,5.0,5.0,5.0,5.0,4.8,95.0,,,,,,,,4.0,3.0,5.0,3.0,4.0,3.8,70.0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,3,50.0
118400389154,Design,53,2019/2,2019,Remoto e presencial (em decorrência da pandemia de COVID-19),5.0,5.0,5.0,5.0,5.0,5.0,100.0,,,,,,,,5.0,5.0,5.0,5.0,5.0,5.0,100.0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,3,50.0
118400318026,Engenharia elétrica,18,2023/1,2023,Remoto e presencial (em decorrência da pandemia de COVID-19),5.0,3.0,4.0,3.0,3.0,3.6,65.0,,,,,,,,4.0,4.0,4.0,5.0,5.0,4.4,85.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,16.7
118400307690,Engenharia mecânica,23,2020/2,2020,Remoto e presencial (em decorrência da pandemia de COVID-19),4.0,4.0,4.0,4.0,4.0,4.0,75.0,,,,,,,,4.0,4.0,4.0,4.0,4.0,4.0,75.0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,6,100.0
118400312142,Engenharia mecânica,33,2013 ou antes,2013,Remoto e presencial (em decorrência da pandemia de COVID-19),4.0,,4.0,4.0,4.0,4.0,75.0,,,,,,,,3.0,5.0,3.0,3.0,3.0,3.4,60.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,16.7
118400306772,Engenharia civil,20,2021/1,2021,Remoto e presencial (em decorrência da pandemia de COVID-19),4.0,5.0,5.0,2.0,3.0,3.8,70.0,,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,50.0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,50.0
118400300955,Engenharia elétrica,22,2019/2,2019,Remoto e presencial (em decorrência da pandemia de COVID-19),5.0,4.0,4.0,4.0,4.0,4.2,80.0,,,,,,,,5.0,5.0,5.0,5.0,4.0,4.8,95.0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
118400289631,Engenharia de computação (DCN Computação),19,2023/1,2023,Apenas ensino presencial,4.0,4.0,4.0,3.0,3.0,3.6,65.0,,,,,,,,4.0,4.0,4.0,4.0,4.0,4.0,75.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,3,50.0
118400281793,Administração,37,2018/1,2018,Remoto e presencial (em decorrência da pandemia de COVID-19),5.0,3.0,,4.0,3.0,3.75,68.8,,,,,,,,4.0,4.0,4.0,3.0,4.0,3.8,70.0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,33.3
118400281225,"ABI Engenharia, produção e construção",19,2023/1,2023,Remoto e presencial (em decorrência da pandemia de COVID-19),,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
118400275787,Engenharia civil,23,2021/2,2021,Remoto e presencial (em decorrência da pandemia de COVID-19),5.0,5.0,5.0,5.0,5.0,5.0,100.0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
118400252423,Engenharia mecânica,22,2023/1,2023,Apenas ensino presencial,4.0,5.0,,4.0,2.0,3.75,68.8,,,,,,,,5.0,5.0,3.0,5.0,5.0,4.6,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
118399897918,Engenharia civil,20,2023/1,2023,Apenas ensino presencial,5.0,5.0,,4.0,3.0,4.25,81.2,,,,,,,,5.0,5.0,5.0,5.0,4.0,4.8,95.0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
118400241433,Engenharia de computação (DCN Computação),21,2020/2,2020,Remoto e presencial (em decorrência da pandemia de COVID-19),5.0,4.0,4.0,2.0,3.0,3.6,65.0,,,,,,,,3.0,4.0,4.0,3.0,2.0,3.2,55.0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,16.7
118400238337,Engenharia de transportes,37,2023/1,2023,Apenas ensino presencial,4.0,4.0,,3.0,3.0,3.5,62.5,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
118400224742,Administração,32,2017/1,2017,Remoto e presencial (em decorrência da pandemia de COVID-19),3.0,3.0,3.0,3.0,3.0,3.0,50.0,,,,,,,,4.0,4.0,,4.0,4.0,4.0,75.0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,5,83.3
118400231375,Engenharia ambiental e sanitária,23,2019/1,2019,Remoto e presencial (em decorrência da pandemia de COVID-19),5.0,5.0,4.0,4.0,4.0,4.4,85.0,,,,,,,,5.0,,5.0,5.0,4.0,4.75,93.8,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
118400225251,Engenharia ambiental e sanitária,22,2023/1,2023,Apenas ensino presencial,5.0,5.0,5.0,4.0,4.0,4.6,90.0,,,,,,,,4.0,4.0,5.0,5.0,5.0,4.6,90.0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,16.7
118400223988,Engenharia ambiental e sanitária,19,2023/1,2023,Apenas ensino presencial,4.0,4.0,4.0,3.0,3.0,3.6,65.0,,,,,,,,4.0,4.0,4.0,4.0,4.0,4.0,75.0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,2,33.3
118400222241,Administração,21,2021/1,2021,Remoto e presencial (em decorrência da pandemia de COVID-19),4.0,4.0,,3.0,3.0,3.5,62.5,,,,,,,,3.0,3.0,2.0,3.0,4.0,3.0,50.0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
118400214032,Engenharia ambiental e sanitária,30,2023/1,2023,Apenas ensino presencial,5.0,5.0,5.0,5.0,5.0,5.0,100.0,,,,,,,,5.0,5.0,5.0,5.0,5.0,5.0,100.0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
118400209796,Engenharia elétrica,24,2018/1,2018,Remoto e presencial (em decorrência da pandemia de COVID-19),5.0,5.0,5.0,5.0,5.0,5.0,100.0,,,,,,,,4.0,5.0,5.0,5.0,5.0,4.8,95.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
118400203398,Engenharia ambiental e sanitária,21,2020/2,2020,Remoto e presencial (em decorrência da pandemia de COVID-19),,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
118400199708,Engenharia industrial,27,2017/1,2017,Remoto e presencial (em decorrência da pandemia de COVID-19),5.0,5.0,4.0,5.0,5.0,4.8,95.0,,,,,,,,4.0,5.0,5.0,4.0,3.0,4.2,80.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
118400166415,Engenharia mecânica,20,2022/1,2022,Remoto e presencial (em decorrência da pandemia de COVID-19),5.0,5.0,4.0,4.0,4.0,4.4,85.0,,,,,,,,4.0,3.0,3.0,4.0,3.0,3.4,60.0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
118400152868,Engenharia de materiais,23,2018/2,2018,Remoto e presencial (em decorrência da pandemia de COVID-19),5.0,,4.0,4.0,3.0,4.0,75.0,,,,,,,,4.0,4.0,4.0,4.0,4.0,4.0,75.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
118400104719,Engenharia de materiais,19,2022/2,2022,Apenas ensino presencial,3.0,,4.0,3.0,3.0,3.25,56.2,,,,,,,,4.0,4.0,4.0,4.0,4.0,4.0,75.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,16.7
118400126067,Engenharia de transportes,56,2023/1,2023,Apenas ensino presencial,,,,,,,,,,,,,,,4.0,4.0,4.0,4.0,4.0,4.0,75.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
118400135327,Engenharia química,19,2023/1,2023,Apenas ensino presencial,4.0,4.0,4.0,,,4.0,75.0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
118400100517,Engenharia de controle e automação,18,2023/1,2023,Apenas ensino presencial,3.0,4.0,4.0,3.0,3.0,3.4,60.0,,,,,,,,3.0,2.0,4.0,4.0,2.0,3.0,50.0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,3,50.0
118400101885,Letras português,28,2016/1,2016,Remoto e presencial (em decorrência da pandemia de COVID-19),3.0,2.0,2.0,3.0,2.0,2.4,35.0,,,,,,,,3.0,4.0,3.0,3.0,3.0,3.2,55.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,3,50.0
118400097173,Engenharia de computação (DCN Computação),20,2021/2,2021,Remoto e presencial (em decorrência da pandemia de COVID-19),4.0,3.0,,3.0,2.0,3.0,50.0,,,,,,,,4.0,4.0,2.0,3.0,4.0,3.4,60.0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,16.7
118400080358,Engenharia de materiais,44,2020/2,2020,Remoto e presencial (em decorrência da pandemia de COVID-19),4.0,1.0,1.0,1.0,1.0,1.6,15.0,2.0,3.0,3.0,2.0,3.0,2.6,40.0,3.0,4.0,2.0,2.0,3.0,2.8,45.0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,3,50.0
118400073577,Moda,18,2023/1,2023,Apenas ensino presencial,4.0,4.0,3.0,3.0,3.0,3.4,60.0,,,,,,,,4.0,4.0,4.0,4.0,3.0,3.8,70.0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
118400068854,Engenharia elétrica,19,2022/1,2022,Remoto e presencial (em decorrência da pandemia de COVID-19),4.0,,4.0,2.0,4.0,3.5,62.5,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
118400053247,ABI Artes e humanidades,50,2021/2,2021,Apenas ensino presencial,4.0,3.0,3.0,3.0,3.0,3.2,55.0,,,,,,,,4.0,4.0,4.0,4.0,3.0,3.8,70.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,4,66.7
118400056984,Engenharia,25,2017/2,2017,Remoto e presencial (em decorrência da pandemia de COVID-19),5.0,5.0,2.0,4.0,4.0,4.0,75.0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
118399112524,Engenharia de computação (DCN Computação),24,2018/2,2018,Remoto e presencial (em decorrência da pandemia de COVID-19),4.0,3.0,,3.0,4.0,3.5,62.5,,,,,,,,4.0,2.0,4.0,3.0,3.0,3.2,55.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
